Index,Load_AESO_2032.dat,Load_AVA_2032.dat,Load_AZPS_2032.dat,Load_BANC_2032.dat,Load_BCHA_2032.dat,Load_BPAT_2032.dat,Load_CFE_2032.dat,Load_CHPD_2032.dat,Load_CIPB_2032.dat,Load_CIPV_2032.dat,Load_CISC_2032.dat,Load_CISD_2032.dat,Load_DOPD_2032.dat,Load_EPE_2032.dat,Load_GCPD_2032.dat,Load_IID_2032.dat,Load_IPFE_2032.dat,Load_IPMV_2032.dat,Load_IPTV_2032.dat,Load_LDWP_2032.dat,Load_NEVP_2032.dat,Load_NWMT_2032.dat,Load_PACW_2032.dat,Load_PAID_2032.dat,Load_PAUT_2032.dat,Load_PAWY_2032.dat,Load_PGE_2032.dat,Load_PNM_2032.dat,Load_PSCO_2032.dat,Load_PSEI_2032.dat,Load_SCL_2032.dat,Load_SPPC_2032.dat,Load_SRP_2032.dat,Load_TEPC_2032.dat,Load_TH_Malin_2032.dat,Load_TH_Mead_2032.dat,Load_TH_PV_2032.dat,Load_TIDC_2032.dat,Load_TPWR_2032.dat,Load_VEA_2032.dat,Load_WACM_2032.dat,Load_WALC_2032.dat,Load_WAUW_2032.dat
7641,10645.0,1649.21,3981.76,1856.53,8715.0,7331.94,1627.0,275.95,5079.861443478878,6942.8166421895685,12012.498002615383,2310.8788530455017,304.16,1023.48,1044.42,379.65,284.9851535179791,680.0029195051103,1419.7119269769103,2975.28,2573.203396226415,1403.07,2621.25,734.4514850267652,4043.5514579186947,1036.28705705454,2713.08,1747.33,5679.68,3351.35,1117.83,1112.7366037735849,4022.91,1545.36,0.0,0.0,0.0,330.67,578.89,81.00505867067046,3085.08,1030.47,84.53
7642,10865.0,1583.84,3849.28,1754.09,9258.0,6991.62,1669.0,268.94,4798.304317966782,6558.003095898488,11346.691573548702,2182.7957518606404,302.58,1005.15,1047.62,361.45,278.8557080850369,665.3774530978401,1389.1768388171226,2807.31,2490.4350943396225,1381.64,2470.9,729.5553860087186,4016.5957927370596,1029.3788212542215,2524.59,1709.77,5561.77,3165.43,1047.52,1076.9449056603773,3842.51,1546.35,0.0,0.0,0.0,320.4,545.19,76.51526072538769,3059.12,1037.68,82.81
7643,11059.0,1547.23,3912.4,1699.22,9521.0,6907.26,1695.0,274.59,4645.833854094999,6349.616610205991,10986.14017601623,2113.4354406404104,309.56,1029.92,1060.76,349.89,286.1049215762101,682.6747974586319,1425.290280965158,2696.45,2477.6037735849054,1374.76,2446.98,739.1265269426037,4069.2900845536874,1042.883388503709,2427.15,1736.59,5654.03,3073.38,995.9,1071.3962264150944,3895.28,1573.99,0.0,0.0,0.0,315.89,533.64,74.08391904237128,3082.73,1051.53,84.57
7644,11151.0,1570.31,4077.97,1734.71,9435.0,7166.44,1727.0,285.92,4688.1169200782015,6407.406291569807,11086.128187760076,2132.6704225606245,319.04,1068.1,1077.52,353.91,295.8434380186054,705.9118662347762,1473.804695746618,2683.34,2496.1177358490563,1411.34,2542.26,754.0207228976568,4151.290664573465,1063.8986125288782,2485.12,1784.78,5823.02,3138.38,1001.94,1079.4022641509434,4050.84,1614.86,0.0,0.0,0.0,319.95,558.85,74.75817803129353,3118.68,1061.84,86.63
7645,11274.0,1653.21,4240.45,1807.82,9272.0,7528.69,1738.0,301.43,4784.950657950175,6539.752201847734,11315.113780323058,2176.721040790961,327.02,1105.89,1090.08,361.45,306.3993731929431,731.0993774017517,1526.391249405305,2746.91,2522.4156603773586,1466.04,2657.3,770.7263239073742,4243.26400616973,1087.4696699228957,2561.2,1833.36,6016.17,3331.41,1073.76,1090.7743396226415,4215.07,1654.21,0.0,0.0,0.0,328.2,589.98,76.30231908807157,3165.86,1070.59,88.72
7646,11245.0,1744.66,4407.94,1896.25,9092.0,7914.54,1743.0,316.26,4885.332813324762,6676.947853081138,11552.490420287013,2222.385868987417,337.11,1143.09,1102.75,369.92,317.67951268242274,758.0149120904284,1582.5855752271489,2823.39,2555.8692452830187,1520.56,2788.58,788.494262191131,4341.086087295859,1112.5396505130093,2720.54,1882.08,6179.27,3540.96,1149.95,1105.2407547169812,4377.28,1688.49,0.0,0.0,0.0,338.01,619.52,77.90304431967121,3213.37,1080.76,90.73
7647,11311.0,1828.53,4591.6,1973.86,8782.0,8259.27,1746.0,324.34,4983.95037104637,6811.731769646542,11785.694264197828,2267.2479643838196,348.67,1208.16,1116.43,379.63,329.92167275554795,787.2259235694838,1643.572403674968,2903.33,2592.8483018867923,1574.93,2923.88,806.4693625592429,4440.048707402842,1137.9019300379146,2900.4,1952.63,6459.5,3742.83,1218.76,1121.2316981132076,4551.47,1727.2,0.0,0.0,0.0,349.14,643.91,79.47563072543865,3290.42,1097.27,92.81
7648,11491.0,1916.27,4903.52,2064.09,8682.0,8639.44,1741.0,336.91,5319.2662139450285,7270.019154129278,12578.625515942153,2419.786433999041,358.96,1245.2,1131.78,397.88,347.2667246201848,828.6129423714177,1729.9803330083973,3096.0,2644.599433962264,1655.99,3063.77,847.0630256252751,4663.53871160228,1195.178262772444,3077.23,2005.23,6806.91,3926.44,1294.1,1143.610566037736,4684.88,1711.04,0.0,0.0,0.0,361.0,669.7,84.82268198450005,3446.81,1089.11,96.67
7649,11932.0,2061.54,4566.75,2234.74,8965.0,9099.2,1742.0,350.38,5621.665967290732,7683.319017419398,13293.719121048223,2557.351051252497,371.65,1236.2,1146.25,416.43,347.14363378774317,828.3192354032078,1729.3671308090488,3266.19,2679.6935849056604,1665.81,3318.37,848.1721006866387,4669.644767853436,1196.743131459926,3331.03,1959.34,6728.05,4119.05,1404.28,1158.7864150943396,4510.34,1608.5,0.0,0.0,0.0,382.16,705.34,89.64484298914927,3440.47,1042.31,98.33
7650,12207.0,2029.3,4119.2,2193.43,9882.0,9013.13,1767.0,341.21,5474.500829695879,7482.183498702584,12945.713384851977,2490.404185052033,373.14,1230.26,1143.83,424.21,339.41639764631134,809.8812814571347,1690.872320896554,3363.74,2662.387358490566,1630.41,3284.22,843.1623151588852,4642.063197133527,1189.6744877075873,3445.9,1917.98,6662.49,4077.94,1405.36,1151.302641509434,4365.94,1573.24,0.0,0.0,0.0,372.44,701.89,87.29810169752373,3389.92,993.7,96.77
7651,12066.0,1981.46,3843.56,2181.01,10756.0,8774.2,1864.0,316.28,5363.402299685826,7330.341419610688,12682.995418094739,2439.864372802971,361.6,1232.71,1124.56,429.6,330.40925585881183,788.3893453464709,1646.0013987947173,3434.07,2652.411320754717,1603.87,3213.55,837.4552523715959,4610.64273911221,1181.6220085161947,3442.89,1883.83,6571.87,3956.19,1376.82,1146.988679245283,4315.89,1581.49,0.0,0.0,0.0,368.61,678.74,85.52648980577766,3338.72,988.63,95.41
7652,11889.0,1949.11,3717.72,2157.92,10533.0,8509.84,1865.0,296.6,5360.007659756457,7325.701851611029,12674.96801305134,2438.320117764961,347.41,1228.83,1104.35,439.44,320.919311194551,765.7453935546728,1598.7252952507758,3471.25,2643.4964150943397,1591.73,3153.62,833.5267518694997,4589.014225511878,1176.079022618622,3427.23,1854.02,6477.4,3837.25,1349.14,1143.1335849056604,4335.97,1621.19,0.0,0.0,0.0,364.85,661.63,85.47235781621377,3295.11,991.1,94.74
7653,11621.0,1909.25,3677.97,2110.02,10290.0,8233.39,1859.0,274.51,5389.200409817233,7365.600560110927,12744.000969106883,2451.6001864298833,334.73,1220.11,1089.07,454.27,312.5264285126339,745.7191407610954,1556.9144307262704,3504.47,2638.944716981132,1582.19,3101.76,827.6756861699148,4556.800953808748,1167.8233600213375,3397.6,1816.66,6401.81,3706.12,1302.8,1141.165283018868,4310.67,1673.75,0.0,0.0,0.0,361.88,644.31,85.93787453507372,3261.27,994.13,94.52
7654,11198.0,1896.99,3679.23,2062.13,9925.0,8073.57,1830.0,270.98,5449.223641093837,7447.636319090175,12885.939672326107,2478.9053437440903,326.88,1217.83,1080.64,464.82,305.46364385506166,728.8666341385634,1521.7297220063747,3547.65,2639.2309433962264,1572.85,3058.02,824.7362583022692,4540.6178183913935,1163.6759233063372,3371.67,1787.86,6367.69,3653.72,1300.5,1141.2890566037736,4332.77,1762.46,0.0,0.0,0.0,358.74,635.75,86.89502374578817,3251.97,994.67,94.86
7655,10713.0,1906.24,3788.16,2029.79,9335.0,8002.84,1791.0,269.83,5540.006231458646,7571.711923556706,13100.61593811864,2520.203235553332,326.84,1226.35,1074.87,471.37,301.40284144111405,719.1771557115983,1501.5000028472873,3589.61,2626.560188679245,1564.73,3020.47,824.6516250117095,4540.151866490679,1163.5565084976113,3347.89,1801.77,6419.59,3653.22,1310.76,1135.8098113207545,4369.06,1875.49,0.0,0.0,0.0,366.57,635.9,88.34267131267545,3248.0,997.28,96.1
7656,10257.0,1930.93,3932.66,2084.0,8552.0,7982.38,1733.0,269.11,5656.892564881683,7731.464387273163,13377.02049410899,2573.375976409103,329.54,1245.52,1068.12,474.13,306.11016948953653,730.4093086026564,1524.9505219078067,3669.06,2638.7771698113206,1574.62,2994.77,831.5006056298334,4577.859197918652,1173.220196451514,3313.17,1842.95,6606.26,3708.06,1313.71,1141.0928301886793,4380.79,1974.25,0.0,0.0,0.0,382.99,638.44,90.20657732705848,3250.78,1028.34,97.5
7657,9911.0,1921.77,4374.88,2014.07,7929.0,7924.08,1666.0,267.21,5545.911290271229,7579.782565060076,13114.579804649398,2522.8895047927235,327.18,1170.24,1079.69,467.28,321.93510932635076,768.1691889233956,1603.7857017502533,3368.5,2659.3784905660377,1643.45,2831.41,839.1971823369947,4620.233002859752,1184.0798148032532,3230.65,1921.71,7001.98,3809.75,1309.29,1150.0015094339622,4739.27,2151.33,0.0,0.0,0.0,350.36,625.4,88.43683522657139,3449.91,1040.89,101.18
7658,9819.0,1962.79,4697.95,2212.72,7487.0,8236.16,1626.0,285.72,5979.512146889355,8172.399367091263,14139.92852370629,2720.138792272312,340.74,1233.97,1092.82,493.58,336.00331592346424,801.7373290182259,1673.8693550583098,3678.53,2893.3162264150938,1691.22,3038.46,858.2523045473225,4725.141725580331,1210.9659698723462,3331.6,2051.32,7180.89,3985.24,1368.09,1251.1637735849056,5007.45,2100.49,0.0,0.0,0.0,373.89,652.03,95.35117004078046,3511.64,1069.54,100.83
7659,9779.0,2000.25,4934.89,2365.01,7242.0,8419.53,1590.0,290.87,6322.355401998325,8640.974717761239,14950.660068853755,2876.1015556184766,347.56,1292.01,1100.68,504.46,343.8464725575838,820.4518807887296,1712.9416466536861,3755.08,3000.022830188679,1729.94,3079.58,877.6156435173004,4831.747347760228,1238.2870087224708,3436.71,2119.21,7333.69,4077.07,1390.79,1297.3071698113206,5029.28,2033.12,0.0,0.0,0.0,384.94,664.3,100.81825576820661,3561.91,1064.8,99.52
7660,9782.0,2027.63,5005.0,2442.05,7223.0,8589.21,1549.0,295.44,6485.603751534872,8864.091700494555,15336.698250122543,2950.3648328625573,350.45,1338.92,1098.03,501.68,341.98696444807746,816.0149095019851,1703.678126049937,3812.32,3034.795849056604,1720.73,3124.26,889.9910516906239,4899.880642854263,1255.7483054551128,3493.55,2126.24,7232.62,4142.18,1405.64,1312.3441509433962,5061.52,2003.97,0.0,0.0,0.0,395.95,673.25,103.42146498547255,3499.71,1050.23,98.13
7661,9905.0,1974.42,4830.18,2395.15,7266.0,8476.28,1538.0,292.55,6306.604734058771,8619.447752761687,14913.414000379458,2868.936422106896,341.49,1284.79,1088.18,500.81,326.53129710858815,779.1361500858758,1626.6825528055358,3740.59,2980.0777358490564,1655.73,3144.21,856.4459522264232,4715.196782027767,1208.4172657458098,3455.5,2083.43,6842.31,4077.75,1387.06,1288.6822641509434,4918.09,1950.41,0.0,0.0,0.0,395.86,665.08,100.56709069318597,3392.48,1033.9,95.85
7662,10193.0,1887.08,4599.39,2296.61,7534.0,8125.52,1548.0,288.28,6006.5462442657135,8209.34777272388,14203.856850167418,2732.4368686339017,329.63,1205.57,1078.71,470.36,310.8091321415796,741.6215008259721,1548.359367032448,3577.39,2888.5481132075465,1586.27,3001.84,821.8119886359179,4524.518137045809,1159.549874318273,3269.17,1981.44,6474.86,3844.5,1314.31,1249.1018867924527,4650.76,1860.1,0.0,0.0,0.0,380.56,632.42,95.78226420908533,3294.98,1022.57,92.7
7663,10905.0,1796.41,4347.84,2156.15,8302.0,7731.22,1578.0,278.56,5653.294169667766,7726.546340107047,13368.51126294181,2571.7390310913484,315.63,1126.09,1064.99,425.42,296.91898898168745,708.4782378016592,1479.162773216653,3335.23,2774.0505660377357,1513.81,2844.99,787.5228741248573,4335.738072196614,1111.1690536785293,3033.4,1878.83,6106.26,3602.04,1236.85,1199.5894339622641,4395.16,1764.03,0.0,0.0,0.0,363.52,599.2,90.14919619202814,3194.58,1012.27,89.4
7664,11701.0,1701.25,4096.23,2012.34,9698.0,7321.3,1594.0,263.96,5296.239944571351,7238.548381157639,12524.174618425239,2409.311557951296,302.03,1048.44,1047.3,386.21,283.9968416885692,677.644709187541,1414.7884491238894,3094.71,2648.2156603773583,1442.15,2687.55,753.512923154299,4148.494953169177,1063.182123676523,2805.22,1773.82,5734.99,3354.14,1155.33,1145.1743396226414,4140.58,1660.21,0.0,0.0,0.0,345.86,566.97,84.45549789447415,3095.51,1004.13,86.09
7665,11735.0,1614.95,3868.77,1853.9,10948.0,6964.83,1669.0,259.36,4961.9255781184465,6781.6297480496605,11733.611587534602,2257.228669805386,294.08,978.77,1036.48,358.87,273.0154663555013,651.4420554896652,1360.0824781548333,2872.5,2541.97679245283,1383.85,2533.82,726.0828947288917,3997.477855795802,1024.4792494753062,2590.4,1692.89,5507.76,3124.64,1082.89,1099.2332075471697,3885.28,1589.07,0.0,0.0,0.0,329.92,536.86,79.12441649190357,3032.13,999.63,82.87
7666,11781.0,1536.55,3758.51,1719.32,11067.0,6647.4,1741.0,254.22,4691.786437419744,6412.421543727987,11094.80560351763,2134.339722032629,288.57,950.34,1029.11,341.89,266.4438499710699,635.7615252160099,1327.3446248129203,2718.54,2458.6430188679246,1360.77,2421.32,723.7447421792518,3984.6050652253152,1021.1801925954327,2450.55,1659.02,5453.88,2950.79,1016.67,1063.1969811320755,3728.24,1570.9,0.0,0.0,0.0,321.9,508.47,74.81669330200555,3021.35,997.09,82.03
7667,11938.0,1509.11,3844.19,1677.64,10890.0,6531.45,1792.0,261.22,4576.676234967679,6255.096577651217,10822.601116757236,2081.9749605965194,295.47,970.07,1031.69,344.96,276.36281996393785,659.429174110598,1376.7580059254642,2667.18,2439.298301886792,1355.09,2392.94,733.0304036554281,4035.727638690279,1034.2819576542927,2335.25,1687.74,5567.26,2851.25,970.17,1054.8316981132075,3758.49,1574.37,0.0,0.0,0.0,319.42,492.91,72.98111002734903,3055.28,1004.41,83.72
7668,11794.0,1508.22,3972.19,1700.14,10675.0,6634.4,1831.0,273.43,4615.795327381378,6308.561950449099,10915.10718699404,2099.7706198708875,305.18,1002.0,1034.82,348.77,288.89776891034654,689.3388089606382,1439.203422129015,2701.54,2459.6552830188675,1395.31,2460.75,747.3157451918285,4114.376146827304,1054.438107980867,2297.93,1733.45,5764.09,2856.71,971.29,1063.634716981132,3875.85,1588.74,0.0,0.0,0.0,322.42,508.37,73.60491530459394,3102.0,1013.5,85.46
7669,11667.0,1580.19,4115.98,1783.68,10370.0,6969.13,1851.0,285.58,4687.190410199403,6406.139999511009,11083.937242555703,2132.2489441187668,314.47,1034.75,1043.97,354.79,298.0985098712008,711.292691953341,1485.038798175458,2755.27,2487.733396226415,1448.92,2587.75,763.4251236173048,4203.066961600625,1077.1679147820698,2448.8,1781.2,5963.32,3012.16,1032.49,1075.7766037735848,4041.86,1611.66,0.0,0.0,0.0,327.55,535.37,74.74340361511582,3152.15,1023.61,87.34
7670,11704.0,1669.09,4293.44,1862.86,10106.0,7356.66,1860.0,299.89,4775.908536643406,6527.394032045698,11293.731609697834,2172.6076910181428,324.67,1069.4,1056.84,368.3,308.7369039527081,736.6769582737775,1538.0361377735142,2824.32,2515.5043396226415,1502.71,2718.45,780.3442026285832,4296.215614707648,1101.0401826637692,2654.1,1829.03,6143.58,3216.52,1102.05,1087.7856603773585,4240.49,1649.22,0.0,0.0,0.0,336.16,563.7,76.15813059491839,3201.31,1032.55,89.03
7671,11680.0,1760.02,4457.93,1932.13,9922.0,7736.27,1877.0,308.24,4881.795929140141,6672.113875097348,11544.12664606286,2220.776905640906,332.07,1118.5,1070.85,376.96,319.6860127568836,762.802620824647,1592.5813664184693,2892.65,2546.8775471698114,1556.64,2853.64,796.9866444662412,4387.8412310048725,1124.522124528887,2863.08,1891.17,6342.08,3419.03,1173.99,1101.3524528301887,4381.89,1691.81,0.0,0.0,0.0,345.73,590.85,77.84664405874395,3262.55,1037.9,90.95
7672,11757.0,1845.43,4619.47,2035.26,9822.0,8144.79,1874.0,319.52,5242.012205586393,7164.433515450742,12395.940686557002,2384.642826990203,339.45,1193.33,1081.98,388.25,338.09944524484865,806.7389020496846,1684.3116527054667,3041.88,2601.91679245283,1647.6,2985.78,839.2034982542007,4620.267775389656,1184.0887263561433,3055.28,1969.26,6740.99,3616.19,1245.49,1125.1532075471698,4496.65,1711.35,0.0,0.0,0.0,361.65,615.73,83.59076541565953,3441.5,1026.91,96.04
7673,12083.0,1956.83,4539.44,2194.81,10044.0,8574.07,1874.0,327.27,5601.8459603192,7656.230350576541,13246.850166686683,2548.334735455828,351.99,1213.71,1095.25,401.24,344.7439600834445,822.5933752850954,1717.4126646314598,3196.95,2665.8779245283017,1653.21,3171.36,836.7314482597948,4606.657807185203,1180.600744555002,3267.44,1929.49,6596.62,3825.3,1346.03,1152.812075471698,4445.75,1729.11,0.0,0.0,0.0,379.02,646.31,89.32878696174657,3398.48,996.36,97.16
7674,12312.0,1941.23,4329.47,2152.31,10973.0,8635.26,1911.0,320.35,5525.305095456485,7551.619388980607,13065.851728734773,2513.5155444260963,354.67,1221.4,1097.2,415.52,337.13622960457735,804.4405737353427,1679.51319666008,3319.82,2677.1803773584907,1628.37,3217.33,831.5296588489808,4578.019151556211,1173.261189594808,3374.64,1900.53,6525.03,3878.16,1361.1,1157.6996226415094,4381.33,1793.59,0.0,0.0,0.0,370.9,660.0,88.10824240203867,3360.22,956.56,96.03
7675,12159.0,1907.15,4209.18,2139.62,11740.0,8464.88,1995.0,313.36,5478.1319026441115,7487.146207621812,12954.299890020144,2492.055995792011,344.57,1224.81,1082.0,427.25,326.3520386147411,778.7084214913954,1625.7895398938633,3397.02,2676.7684905660376,1610.13,3169.15,827.6428434004439,4556.620136653247,1167.7770199463096,3383.59,1858.1,6448.8,3832.76,1360.4,1157.5215094339621,4337.52,1803.05,0.0,0.0,0.0,366.19,651.76,87.35600392192136,3320.8,948.58,94.77
7676,12027.0,1880.15,4184.78,2126.04,11568.0,8298.58,1998.0,311.51,5449.185196700527,7447.583775851221,12885.848761736715,2478.8878550120635,329.03,1247.1,1057.88,440.98,322.9329816087658,770.5502114326704,1608.7568069585634,3465.11,2674.7299999999996,1599.48,3115.45,824.0478233268215,4536.82761263185,1162.7045640413285,3355.32,1831.96,6389.97,3826.81,1353.62,1156.6399999999999,4326.42,1877.09,0.0,0.0,0.0,362.48,649.92,86.89441069947375,3284.7,943.91,94.64
7677,11709.0,1857.84,4293.95,2094.12,11239.0,8152.9,1987.0,306.84,5478.689346347122,7487.908084586648,12955.618093566341,2492.309582406406,319.22,1268.58,1051.15,453.71,318.060735746004,758.9245482346903,1584.4847160193053,3506.64,2671.930566037736,1587.95,3078.62,821.3926117334433,4522.209241060179,1158.9581472063778,3333.35,1828.13,6327.41,3823.82,1348.94,1155.429433962264,4348.69,1949.81,0.0,0.0,0.0,358.19,647.93,87.36489309348053,3252.17,943.15,94.69
7678,11171.0,1841.07,4472.47,2050.96,10831.0,8000.48,1955.0,300.5,5526.450738377155,7553.185177501443,13068.560864298683,2514.0367086405095,317.75,1269.17,1047.37,467.49,309.2101463764642,737.806161763206,1540.3936918603295,3548.71,2679.6656603773586,1576.59,3049.68,821.2385033536184,4521.3607913305195,1158.740705315862,3314.17,1849.09,6276.15,3794.16,1344.81,1158.7743396226415,4426.55,2059.82,0.0,0.0,0.0,353.73,641.7,88.12651118220859,3227.74,943.42,95.25
7679,10705.0,1856.38,4660.03,2026.85,10171.0,7920.79,1892.0,295.32,5603.566346919871,7658.581660519743,13250.918415562019,2549.1173562140493,317.16,1296.64,1040.51,476.94,306.524854138636,731.3987874178881,1527.0163584434758,3609.48,2663.3577358490566,1571.13,3009.27,828.9653964633682,4563.901504415159,1169.643099121473,3314.37,1864.28,6284.0,3771.64,1341.59,1151.7222641509434,4669.96,2093.6,0.0,0.0,0.0,353.5,635.29,89.35622078431717,3214.53,948.25,95.81
7680,10213.0,1899.07,4727.29,2090.28,9235.0,7872.53,1805.0,288.45,5738.094812433368,7842.4462165923,13569.041841024798,2610.3156761971436,320.61,1322.68,1044.08,477.7,318.6032914540477,760.2191401139847,1587.1875684319677,3734.4,2653.8005660377357,1576.9,2980.84,836.3259663751733,4604.425410765361,1180.0286228594646,3306.23,1884.8,6455.08,3750.19,1335.32,1147.5894339622641,4846.64,2074.81,0.0,0.0,0.0,372.4,630.67,91.50145375239063,3221.04,971.72,96.4
7681,9898.0,1895.98,4172.02,2017.96,8377.0,7958.61,1725.0,274.4,5675.901395154352,7757.444391774085,13421.971235034338,2582.0232799599958,318.85,1164.16,1055.34,453.55,325.5131088635371,776.7066516692265,1621.6102394672362,3484.64,2655.3364150943394,1623.79,2926.15,835.3179459891049,4598.875714992672,1178.6063390182228,3232.52,1919.88,6937.68,3805.8,1303.5,1148.2535849056603,4212.78,2108.28,0.0,0.0,0.0,337.53,618.19,90.50969807722677,3430.33,1015.76,100.02
7682,9712.0,1915.95,4550.53,2222.75,7820.0,7996.89,1673.0,268.02,6019.911437600314,8227.614429746322,14235.46191656988,2738.516826323189,324.14,1208.5,1057.72,471.19,334.9731771121567,799.2793153619444,1668.7375075258983,3701.55,2852.769811320755,1655.04,2968.65,853.7086337093677,4700.126367567344,1204.5549987232891,3309.26,2028.96,7120.99,3828.27,1307.37,1233.6301886792453,4471.83,2021.44,0.0,0.0,0.0,367.99,618.41,95.99538976029578,3497.5,1028.23,98.7
7683,9584.0,1922.13,4836.96,2355.63,7622.0,8008.32,1638.0,260.92,6298.587155833743,8608.489860277781,14894.454596961556,2865.289147042605,328.57,1254.76,1057.61,485.92,340.57918774306563,812.6558142733317,1696.6649979836027,3742.47,2996.4624528301883,1683.99,2969.91,871.679944527156,4799.068124156383,1229.9119313164604,3382.77,2089.17,7288.56,3848.01,1305.41,1295.7675471698112,4705.4,1980.45,0.0,0.0,0.0,379.5,615.91,100.43923988431227,3544.48,1025.61,96.66
7684,9484.0,1919.24,4877.92,2393.34,7456.0,8040.71,1611.0,256.96,6388.723880390925,8731.682738329882,15107.603564852287,2906.293228153788,329.12,1286.81,1045.29,488.13,338.71609446368234,808.2102884146975,1687.3836171216199,3782.82,3036.0733962264153,1684.94,2970.68,885.0040034648118,4872.424253242009,1248.7117432931786,3344.64,2095.23,7176.21,3852.84,1300.44,1312.896603773585,4870.02,1946.77,0.0,0.0,0.0,390.93,615.92,101.87658827311718,3474.33,1004.41,94.46
7685,9558.0,1862.23,4653.2,2328.1,7428.0,7895.72,1605.0,250.11,6186.892737727368,8455.833360982093,14630.327516068724,2814.4782594471194,319.2,1268.75,1026.99,489.51,322.19324155749047,768.7851180994477,1605.071640343062,3696.59,2961.466037735849,1603.41,2959.87,849.4491791456802,4676.675773400038,1198.5450474542813,3254.89,2035.23,6808.99,3794.06,1295.06,1280.633962264151,4763.32,1834.38,0.0,0.0,0.0,391.12,614.41,98.65812577469256,3375.35,981.61,91.94
7686,9871.0,1780.05,4505.02,2240.27,7689.0,7535.9,1640.0,242.94,5893.100684044018,8054.297928893829,13935.588791927737,2680.829369294573,307.01,1177.49,1016.88,453.1,305.48754498757467,728.9236646178276,1521.8487903945977,3527.98,2861.9430188679244,1522.08,2812.37,814.4602610082011,4484.042912237472,1149.176826754327,3058.03,1935.62,6428.81,3609.81,1230.22,1237.5969811320754,4517.14,1726.84,0.0,0.0,0.0,373.68,584.93,93.9732258398435,3271.15,962.57,88.65
7687,10593.0,1675.75,4323.17,2085.12,8564.0,7145.48,1710.0,235.95,5514.950098118142,7537.466867568283,13041.364961481779,2508.8049544545456,292.24,1094.9,1002.07,414.69,289.92073738190015,691.7797134731403,1444.2995491449594,3286.4,2738.3979245283017,1446.34,2639.15,779.8831406725493,4293.6772200246505,1100.3896393027999,2837.24,1833.18,6062.23,3372.89,1153.97,1184.172075471698,4265.2,1623.17,0.0,0.0,0.0,356.01,551.83,87.94311837724783,3168.73,946.35,85.34
7688,11466.0,1589.93,4099.13,1929.46,9876.0,6758.45,1810.0,227.02,5184.064971548587,7085.235091375023,12258.911155164995,2358.2820612054697,279.09,1021.39,987.01,376.96,275.4772830043336,657.3161948538642,1372.3465221418019,3080.68,2607.6413207547166,1370.72,2469.72,745.4070750121928,4103.867888290295,1051.745036697513,2609.47,1737.62,5711.9,3136.22,1076.13,1127.628679245283,4002.0,1518.04,0.0,0.0,0.0,338.41,518.34,82.66672070592412,3069.05,934.22,81.99
7689,11626.0,1493.37,3868.54,1778.89,11039.0,6372.65,1944.0,221.06,4859.721158500914,6641.943547289826,11491.925785633422,2210.7348757108366,267.5,958.42,971.93,349.29,260.8031826980172,622.3023321096898,1299.2444851922926,2872.2,2497.8769811320753,1315.22,2299.85,717.72693626543,3951.4737987327176,1012.6892650018524,2383.86,1660.76,5474.07,2908.84,1001.47,1080.1630188679244,3769.06,1449.14,0.0,0.0,0.0,323.15,486.71,77.49463286500011,2993.1,926.2,79.28
7690,11658.0,1408.91,3818.64,1701.5,11031.0,6046.34,1994.0,218.61,4596.332853267639,6281.961935728517,10869.083701113856,2090.9169492820724,256.98,949.15,958.52,339.13,257.98045894823963,615.5670325086035,1285.1825085431567,2718.39,2425.1475471698113,1301.12,2151.42,712.5706214584986,3923.0855053190344,1005.4138732224663,2217.67,1633.32,5401.73,2755.93,927.16,1048.7124528301886,3581.86,1444.56,0.0,0.0,0.0,312.1,456.76,73.29456060791541,2979.04,917.81,78.69
7691,11623.0,1375.35,3857.14,1689.01,10747.0,5896.64,2019.0,221.51,4504.8794082395525,6156.969451742234,10652.821045536417,2049.3138790989547,258.32,974.57,947.03,346.34,263.3916753491681,628.4787330139885,1312.1395916368435,2631.53,2408.3509433962263,1300.73,2077.76,721.5215393227602,3972.365134699083,1018.0433259781571,2137.27,1663.62,5497.71,2674.77,882.54,1041.4490566037737,3586.83,1468.28,0.0,0.0,0.0,309.87,444.47,71.83621538284139,3011.46,910.68,80.54
7692,11592.0,1375.2,3921.28,1696.37,10570.0,5988.81,2056.0,231.49,4559.126369421166,6231.110589068608,10781.10043269935,2073.9913544260617,264.34,1001.75,949.18,351.81,270.6874960487414,645.887286809345,1348.4852171419134,2662.42,2424.5890566037733,1338.15,2153.92,736.5572118232263,4055.144619388712,1039.258168788062,2132.29,1714.25,5677.43,2695.42,881.99,1048.4709433962264,3652.3,1487.95,0.0,0.0,0.0,315.79,453.5,72.70125438481323,3051.39,903.27,82.44
7693,11506.0,1438.23,3991.88,1718.2,10284.0,6210.15,2089.0,242.65,4649.61678239681,6354.786864919087,10995.085778012497,2115.1563318718954,272.08,1034.06,958.45,358.21,282.0226081430008,672.9339916003291,1404.9534002566697,2738.36,2450.921886792453,1392.9,2272.03,753.1668108914134,4146.589418530434,1062.6937705781518,2222.9,1759.7,5870.87,2835.13,948.37,1059.8581132075471,3721.07,1506.79,0.0,0.0,0.0,323.72,480.13,74.14424279971087,3099.08,897.35,84.25
