Index,Load_AESO_2032.dat,Load_AVA_2032.dat,Load_AZPS_2032.dat,Load_BANC_2032.dat,Load_BCHA_2032.dat,Load_BPAT_2032.dat,Load_CFE_2032.dat,Load_CHPD_2032.dat,Load_CIPB_2032.dat,Load_CIPV_2032.dat,Load_CISC_2032.dat,Load_CISD_2032.dat,Load_DOPD_2032.dat,Load_EPE_2032.dat,Load_GCPD_2032.dat,Load_IID_2032.dat,Load_IPFE_2032.dat,Load_IPMV_2032.dat,Load_IPTV_2032.dat,Load_LDWP_2032.dat,Load_NEVP_2032.dat,Load_NWMT_2032.dat,Load_PACW_2032.dat,Load_PAID_2032.dat,Load_PAUT_2032.dat,Load_PAWY_2032.dat,Load_PGE_2032.dat,Load_PNM_2032.dat,Load_PSCO_2032.dat,Load_PSEI_2032.dat,Load_SCL_2032.dat,Load_SPPC_2032.dat,Load_SRP_2032.dat,Load_TEPC_2032.dat,Load_TH_Malin_2032.dat,Load_TH_Mead_2032.dat,Load_TH_PV_2032.dat,Load_TIDC_2032.dat,Load_TPWR_2032.dat,Load_VEA_2032.dat,Load_WACM_2032.dat,Load_WALC_2032.dat,Load_WAUW_2032.dat
Year,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032
1,10492.0,1984.87,4271.04,2154.53,9356.0,9443.79,1851.0,403.2,5029.305144055128,6873.719655802801,11892.946032034171,2287.8802959930144,417.84,1099.65,1046.26,344.51,327.4741967862234,781.3860024928433,1631.379800720933,3165.94,2531.930943396226,1772.18,3258.18,841.4216483769276,4632.4798878919655,1187.2184637311068,3529.72,1830.66,7170.4,4468.58,1516.69,1094.8890566037735,4296.92,2318.96,0.0,0.0,0.0,301.96,760.78,80.19887211488359,3639.66,969.5,129.28
2,10369.0,2030.15,4763.15,2229.23,8892.0,9759.16,1775.0,413.66,5302.3795141831315,7246.939536418629,12538.693039551294,2412.104508456054,422.96,1182.47,1071.1,384.02,337.3250485514295,804.8911145215288,1680.4538369270415,3485.13,2726.306603773585,1810.74,3299.53,860.4982447057557,4737.506837214219,1214.134918080026,3677.01,1953.89,7351.84,4598.79,1548.85,1178.943396226415,4756.65,2454.46,0.0,0.0,0.0,319.28,776.89,84.5534013908881,3674.31,979.25,129.39
3,10301.0,2108.17,4930.62,2277.48,8639.0,9987.21,1735.0,412.79,5556.62574268703,7594.426365756622,13139.916585913217,2527.763614408729,422.46,1265.7,1091.69,396.29,343.4234225121049,819.4424413057556,1710.8341361821392,3579.07,2794.498301886792,1829.3,3352.45,867.2423810982608,4774.636944645784,1223.6506742559548,3757.65,2054.46,7537.88,4657.96,1581.35,1208.4316981132074,4902.18,2458.28,0.0,0.0,0.0,325.46,782.82,88.60769123440213,3707.8,977.79,129.34
4,10355.0,2228.35,5019.35,2330.7,8561.0,10086.72,1699.0,403.59,5809.534106303701,7940.084690379006,13737.976443764263,2642.814112486854,417.08,1281.84,1082.29,409.1,346.5078636628991,826.8022246547837,1726.1999116823172,3694.82,2865.6220754716983,1828.11,3388.39,872.3671163191625,4802.851375409947,1230.8815082708911,3728.56,2049.69,7316.06,4682.72,1598.04,1239.187924528302,5002.36,2449.51,0.0,0.0,0.0,330.84,787.96,92.6406470661741,3670.34,978.34,129.27
5,10426.0,2187.96,5031.83,2342.36,8604.0,9888.44,1689.0,401.46,5988.856056683615,8185.170001319089,14162.024342458248,2724.3894285915444,407.62,1259.49,1064.44,411.71,342.133956413032,816.3656469494591,1704.4103966375085,3808.99,2923.090754716981,1797.25,3363.47,877.196266614826,4829.438451774598,1237.6952816105756,3641.44,1984.03,7012.04,4600.63,1602.92,1264.0392452830188,4805.6,2405.36,0.0,0.0,0.0,334.76,776.0,95.50017094750186,3600.79,992.25,127.56
6,10573.0,2102.2,4742.43,2251.59,8769.0,9485.99,1707.0,390.96,5823.524021029607,7959.2051750344535,13771.05880724436,2649.178262071585,396.82,1218.24,1049.73,391.68,326.68067918679395,779.4925905812762,1627.4267302319295,3812.47,2882.481509433962,1736.77,3246.58,851.4462721661992,4687.670847355705,1201.3628804780953,3531.47,1898.38,6708.57,4416.86,1533.14,1246.4784905660376,4571.16,2292.33,0.0,0.0,0.0,327.47,742.01,92.86373461999399,3535.78,996.39,126.22
7,10873.0,2024.1,4476.26,2142.65,9236.0,9057.54,1761.0,374.95,5553.62900222843,7590.33062028014,13132.830105470035,2526.400367747202,387.12,1170.31,1031.9,355.5,308.50984319383525,736.1351687207689,1536.9049880853959,3653.61,2772.4379245283017,1675.51,3107.37,819.0645646513331,4509.3920865375385,1155.673348811128,3372.15,1811.88,6407.14,4204.86,1448.0,1198.892075471698,4350.36,2175.62,0.0,0.0,0.0,318.02,707.17,88.55990427419256,3472.0,994.79,124.65
8,11282.0,1957.14,4216.22,2025.04,10003.0,8596.36,1791.0,357.15,5248.8341631794465,7173.757313203171,12412.072770644781,2387.7462024884453,381.88,1123.24,1030.07,332.08,293.31111302885995,699.8694869567482,1461.1894000143916,3486.3,2672.9149056603774,1618.97,2990.29,792.1309673183126,4361.108110014623,1117.6709226670644,3202.62,1720.84,6118.17,3929.0,1357.81,1155.8550943396226,4135.08,2081.1,0.0,0.0,0.0,307.96,669.33,83.69955048415456,3411.98,992.36,122.89
9,11553.0,1891.04,3931.17,1883.61,10873.0,8244.33,1870.0,346.89,4954.204021721914,6771.076438505702,11715.352195655027,2253.716057977704,377.7,1078.54,1012.47,321.14,279.65878613747157,667.2936772011129,1393.1775366614156,3315.18,2578.8511320754715,1572.37,2892.45,761.7059309538474,4193.601878960737,1074.7421900854151,3024.38,1652.32,5847.5,3725.37,1289.49,1115.1788679245283,3944.05,1998.95,0.0,0.0,0.0,292.23,641.61,79.00128613965097,3370.54,985.3,121.09
10,11521.0,1830.04,3795.08,1762.12,11273.0,8004.39,1923.0,340.38,4691.1136605368,6411.502037046288,11093.214668203254,2134.0336692221517,374.44,1050.54,1006.94,307.36,274.71722699042226,655.5026256132669,1368.5601473963109,3141.57,2485.324905660377,1534.42,2791.39,745.8971901873738,4106.56623661085,1052.4365732017757,2887.37,1621.91,5648.21,3544.43,1228.46,1074.7350943396225,3875.31,1986.36,0.0,0.0,0.0,283.46,615.81,74.80596499150307,3347.68,981.34,120.7
11,11505.0,1800.0,3799.56,1667.38,11279.0,7954.05,1961.0,343.56,4512.831630995951,6167.838020719917,10671.62590095235,2052.9314233187997,377.26,1039.77,997.11,299.53,284.4664989424484,678.76535810508,1417.1281429524715,3017.64,2414.6898113207544,1513.34,2713.0,750.0113786553247,4129.217062590362,1058.241558754314,2785.37,1634.39,5553.05,3446.93,1176.26,1044.1901886792452,3889.46,1992.91,0.0,0.0,0.0,280.46,597.28,71.96302401298055,3336.2,980.56,121.29
12,11463.0,1811.85,3897.68,1641.01,11195.0,8100.12,2004.0,358.51,4371.204408257561,5974.271355574463,10336.715835158162,1988.5038089668667,385.42,1056.49,1006.87,293.38,292.4745733909072,697.8734201825059,1457.0220064265866,2974.39,2396.6156603773584,1521.88,2801.58,753.9436687077443,4150.866439708636,1063.7898915836204,2779.56,1654.22,5663.31,3454.01,1178.72,1036.3743396226414,3985.55,2034.85,0.0,0.0,0.0,280.1,599.58,69.7045920429482,3360.4,982.48,122.32
13,11454.0,1856.96,4046.52,1670.24,11122.0,8406.58,2036.0,370.34,4408.6377140245695,6025.432707344202,10425.235476050084,2005.5325873418383,395.82,1075.93,1020.21,294.71,301.46737449889895,719.3311380056114,1501.8214874954895,3009.66,2407.059433962264,1554.73,2928.52,762.1114128384689,4195.834275380578,1075.3143117809525,2859.5,1676.04,5843.3,3576.68,1216.72,1040.8905660377357,4099.99,2074.29,0.0,0.0,0.0,284.9,618.07,70.3015152393055,3381.96,1002.79,123.97
14,11422.0,1907.83,4191.17,1736.09,10884.0,8761.62,2041.0,378.53,4515.728416031941,6171.797153775119,10678.476013863108,2054.2491992770556,404.11,1095.67,1033.69,295.49,311.81536982037414,744.0224840029895,1553.3721461766363,3048.45,2430.9837735849055,1602.63,3049.17,774.99462075515,4266.763281878901,1093.4920973659496,3011.16,1701.39,5968.91,3727.54,1269.67,1051.2362264150943,4187.98,2113.05,0.0,0.0,0.0,290.12,643.25,72.0092170527726,3402.06,1023.49,125.17
15,11407.0,1995.0,4370.16,1825.38,10813.0,9136.58,2047.0,386.96,4679.32660954762,6395.39227998292,11065.341481495374,2128.6716239825846,411.89,1120.04,1056.04,294.87,323.3118145590958,771.4541445290059,1610.644040911898,3045.9,2467.0762264150944,1645.51,3146.76,787.7123516410355,4336.7812480937355,1111.436400265229,3162.77,1719.35,6117.31,3893.51,1323.98,1066.8437735849056,4255.09,2155.37,0.0,0.0,0.0,297.17,671.77,74.61800499149983,3430.8,1043.12,126.2
16,11481.0,2077.33,4601.96,1925.17,10789.0,9552.46,2065.0,394.29,4838.8535418116535,6613.423077185466,11442.579517710925,2201.2419919664235,424.31,1193.97,1076.0,301.25,334.55490729318035,798.2812819748233,1666.653810731996,3072.64,2509.0118867924525,1689.98,3241.59,806.1914622021815,4438.518716087064,1137.5098217107552,3321.85,1764.18,6502.45,4073.65,1371.56,1084.978113207547,4367.21,2199.09,0.0,0.0,0.0,304.13,698.36,77.16187132552928,3500.02,1076.93,127.16
17,11692.0,2158.7,4750.57,2082.51,10858.0,10042.25,2055.0,403.01,5196.038477845326,7101.59968314732,12287.225258231432,2363.728926795369,432.48,1210.32,1083.11,312.23,353.7726128902057,844.1366388270969,1762.3907482826974,3183.62,2548.3924528301886,1782.11,3420.98,839.406870788232,4621.387450852567,1184.3756783592007,3507.91,1815.73,6600.48,4245.52,1427.81,1102.0075471698112,4595.59,2233.17,0.0,0.0,0.0,327.95,724.54,82.85765398055233,3568.12,1064.19,131.79
18,11944.0,2214.23,4670.06,2143.57,11535.0,10253.4,2055.0,412.58,5307.507996250832,7253.948804495125,12550.820512176315,2414.4375053084946,447.62,1233.71,1095.61,316.6,357.9971380618669,854.216776037021,1783.436085901112,3337.15,2564.637547169811,1820.89,3590.3,859.9803394948684,4734.6554897620845,1213.404170743047,3701.25,1820.75,6663.18,4445.09,1502.08,1109.0324528301887,4760.37,2221.18,0.0,0.0,0.0,334.25,762.3,84.63518176923263,3559.64,1006.02,133.66
19,11872.0,2225.15,4593.47,2120.14,11911.0,10163.13,2148.0,403.1,5267.4777717156585,7199.238156934027,12456.159860970896,2396.2273630850796,432.55,1255.55,1077.95,313.3,345.94618704884516,825.462008392078,1723.4018045590767,3437.46,2579.556226415094,1826.29,3578.67,871.4778351765658,4797.955403199454,1229.6267616239807,3781.29,1822.49,6629.47,4499.61,1516.43,1115.4837735849055,4707.16,2203.87,0.0,0.0,0.0,339.46,765.1,83.9968472943358,3527.71,956.18,133.45
20,11820.0,2211.89,4609.35,2106.38,11604.0,10005.24,2148.0,391.39,5220.466045355192,7134.9856571788405,12344.989846731718,2374.8412671255087,411.72,1261.08,1039.42,313.44,337.4302135344865,805.1420486302908,1680.9777378352228,3456.74,2596.1992452830186,1808.82,3549.59,874.657267898037,4815.459894753162,1234.1128373488004,3765.51,1821.6,6570.57,4490.06,1514.85,1122.680754716981,4660.88,2211.21,0.0,0.0,0.0,342.75,751.62,83.24718360873906,3501.08,944.42,132.08
21,11707.0,2191.39,4530.01,2089.33,11296.0,9831.85,2123.0,384.14,5201.591770459113,7109.189554014259,12300.357292869245,2366.255174136711,396.52,1262.5,1006.74,312.34,328.3119314808018,783.3849207910489,1635.553147728149,3479.32,2602.6009433962263,1795.31,3527.09,871.1873029850925,4796.355866823867,1229.2168301910413,3748.63,1811.53,6515.87,4396.11,1494.38,1125.4490566037737,4691.43,2230.38,0.0,0.0,0.0,342.66,740.15,82.94620852067126,3485.75,944.02,130.69
22,11491.0,2178.91,4453.53,2068.38,10831.0,9706.17,2088.0,385.35,5149.413117637636,7037.875242943623,12176.968895415652,2342.518592592672,386.64,1265.05,993.44,316.99,318.060735746004,758.9245482346903,1584.4847160193053,3465.28,2606.028679245283,1780.58,3508.59,864.3042164140566,4758.460763734411,1219.5050198515326,3752.73,1798.04,6510.57,4318.98,1480.31,1126.931320754717,4663.93,2259.82,0.0,0.0,0.0,336.46,736.21,82.11415141041559,3465.83,945.9,129.46
23,11207.0,2153.61,4403.67,2037.27,10226.0,9637.68,2032.0,390.48,5093.728336146188,6961.768988480361,12045.289452209421,2317.187038687745,388.81,1258.67,1005.11,314.39,314.56041488948466,750.5724345464675,1567.0471505640473,3405.24,2574.990566037736,1769.87,3480.61,855.955837051242,4712.498433707211,1207.7257292415468,3765.17,1789.13,6562.22,4311.55,1484.9,1113.5094339622642,4679.41,2309.36,0.0,0.0,0.0,327.8,744.43,81.22618447628419,3435.43,938.1,128.44
24,10884.0,2144.4,4347.98,2024.02,9619.0,9662.59,1946.0,398.74,5065.043052077118,6922.563850734658,11977.456515933865,2304.137821285583,402.09,1249.54,1006.98,299.6,320.801000588612,765.4630926823156,1598.1359067290723,3368.11,2566.4945283018865,1772.88,3456.8,852.4694507535619,4693.303997200164,1202.8065520462735,3774.12,1791.08,6707.61,4361.79,1494.71,1109.8354716981132,4675.0,2336.86,0.0,0.0,0.0,329.05,752.59,80.76875996877469,3377.97,945.53,128.19
25,10621.0,2129.85,4599.47,2052.2,8998.0,9383.25,1857.0,392.07,5447.578221060123,7445.387468462934,12882.04869910009,2478.1568260133226,408.28,1152.7,1107.7,358.28,344.55753124984363,822.1485375468357,1716.4839312033205,3217.15,2667.8326415094334,1827.66,3341.83,898.1107948505833,4944.584207298935,1267.204997850481,3842.28,1900.63,6876.45,4260.22,1456.86,1153.657358490566,4810.24,2334.3,0.0,0.0,0.0,304.42,723.58,86.8687853635307,3516.98,864.58,131.74
26,10545.0,2170.98,4822.97,2256.17,8482.0,9696.51,1789.0,399.68,5802.004771873724,7929.79409702982,13720.171604831652,2639.3889443193098,414.57,1212.41,1124.72,369.75,351.5378570002463,838.8042890159065,1751.2578539838469,3541.15,2891.1590566037735,1859.49,3402.63,909.8002944153412,5008.9412056453875,1283.6984999392705,3902.01,1983.85,7028.8,4399.5,1491.75,1250.2309433962264,4918.66,2362.1,0.0,0.0,0.0,347.85,744.86,92.52058194549363,3603.33,891.76,131.01
27,10453.0,2222.5,5049.88,2335.05,8162.0,9959.95,1740.0,398.34,5954.013903025774,8137.5500638548665,14079.63207529141,2708.539390755212,415.55,1287.45,1144.78,383.0,356.32525384258713,850.2274940124993,1775.1072521449132,3646.79,3008.651509433962,1879.33,3480.38,917.5903466971505,5051.829644029068,1294.6900092737812,3929.27,2060.6,7115.97,4482.13,1512.57,1301.0384905660376,4966.43,2402.27,0.0,0.0,0.0,349.6,755.29,94.94456707273692,3639.07,897.08,129.22
28,10417.0,2252.56,5280.91,2427.08,7981.0,9967.8,1708.0,399.65,6098.357222151592,8334.828908832438,14420.964974226212,2774.202584024873,411.72,1324.19,1153.46,398.61,363.6079289192784,867.6046810442607,1811.3873900364606,3763.68,3101.025849056604,1888.72,3517.21,924.1765851595071,5088.090438213032,1303.9829766274606,3922.87,2123.43,7189.19,4557.22,1543.72,1340.9841509433963,4947.96,2407.05,0.0,0.0,0.0,348.77,767.52,97.24631076488352,3637.0,902.62,126.38
29,10465.0,2193.8,5216.85,2466.64,7979.0,9812.33,1700.0,394.8,6229.5583254240155,8514.145847573505,14731.220088177031,2833.8872542510053,404.14,1291.35,1152.25,415.09,365.77217646832463,872.7687909416221,1822.1690325900531,3806.78,3116.7124528301883,1857.95,3441.15,909.5186045079563,5007.390350811666,1283.3010446803771,3845.3,2078.68,6843.52,4496.15,1504.33,1347.7675471698112,4887.86,2384.24,0.0,0.0,0.0,348.34,755.11,99.33848457444336,3568.28,900.0,123.43
30,10639.0,2120.75,5005.8,2334.69,8144.0,9418.0,1705.0,387.75,6339.718812237278,8664.705871634918,14991.719836553082,2884.0003414386015,393.13,1227.75,1139.01,404.62,355.84842624895407,849.0897359511812,1772.7318377998645,3709.38,3080.6409433962267,1795.46,3328.03,884.2233560981574,4868.126368545866,1247.610275355976,3628.6,1987.17,6510.77,4339.61,1460.14,1332.1690566037737,4765.72,2290.21,0.0,0.0,0.0,337.14,730.14,101.09513813611743,3498.23,905.49,121.34
31,10962.0,2042.71,4802.01,2198.6,8498.0,9080.25,1735.0,381.17,6083.669541687091,8314.754764389972,14386.232583548632,2767.521013953847,381.79,1155.69,1125.87,387.63,340.493143666019,812.4505045479809,1696.2363517859997,3533.23,2950.6592452830187,1736.55,3209.68,857.7975585084948,4722.638103427238,1210.3243380642673,3410.34,1896.63,6160.9,4153.55,1410.83,1275.960754716981,4561.6,2201.06,0.0,0.0,0.0,323.79,704.7,97.01209642045679,3409.44,897.95,119.34
32,11382.0,1945.28,4604.95,2078.5,9255.0,8762.71,1802.0,375.42,5778.215381292822,7897.280340764939,13663.91613211529,2628.5669169408225,372.96,1093.71,1109.18,374.16,326.18592574377624,778.31205966051,1624.9620145957135,3369.37,2816.1816981132074,1685.27,3092.61,832.1688296702221,4581.5381315825025,1174.1630387472749,3208.13,1815.9,5854.23,3958.54,1355.83,1217.8083018867924,4399.26,2103.71,0.0,0.0,0.0,308.78,673.55,92.14122888612636,3341.15,899.62,116.58
33,11536.0,1854.44,4424.03,1947.31,10103.0,8422.76,1862.0,365.76,5475.356217447051,7483.352585769316,12947.736145465971,2490.7933093396405,366.91,1052.63,1087.98,364.52,311.9193397468054,744.2705665877882,1553.8900936654063,3218.06,2720.847358490566,1640.94,2998.71,815.3697530858568,4489.050156543658,1150.4600903704854,2998.35,1733.39,5650.64,3758.74,1278.21,1176.5826415094339,4234.49,2036.52,0.0,0.0,0.0,294.65,639.82,87.31174197801974,3300.72,911.63,115.2
34,11542.0,1796.56,4319.61,1830.46,10394.0,8191.05,1934.0,367.21,5226.726714805904,7143.542323642538,12359.794636214361,2377.6893071361524,363.82,1006.53,1068.45,350.43,306.2930131532605,730.8455917690266,1525.8613950777126,3083.73,2619.9490566037734,1628.69,2954.05,810.0643826328652,4459.841231424239,1142.9743859428957,2827.87,1697.8,5613.83,3590.6,1222.07,1132.9509433962264,4089.03,2013.0,0.0,0.0,0.0,288.19,611.59,83.34701820104345,3283.52,909.86,115.8
35,11600.0,1756.21,4378.17,1773.31,10553.0,8170.37,1973.0,371.21,5014.136908674238,6852.988720873407,11857.07725898918,2280.9801167716473,369.3,995.1,1071.74,336.8,306.9550745238688,732.4253360446413,1529.1595894314896,2964.88,2554.1798113207547,1632.58,2914.04,806.2407263563878,4438.789941820315,1137.579331823297,2735.89,1696.42,5602.18,3470.51,1182.56,1104.5101886792452,4111.04,2024.26,0.0,0.0,0.0,289.6,600.76,79.95699469152652,3291.25,916.54,116.39
36,11650.0,1768.04,4485.73,1744.81,10580.0,8325.31,2009.0,377.41,4933.451738212588,6742.713598118206,11666.278659500707,2244.2756404293737,377.57,1003.81,1076.68,322.8,311.12821226062727,742.3828577241475,1549.9489300152252,2909.82,2534.79320754717,1653.3,2918.36,810.4092317123096,4461.739811557001,1143.4609567306888,2677.47,1716.36,5669.8,3446.46,1167.9,1096.1267924528302,4215.05,2065.58,0.0,0.0,0.0,291.4,605.66,78.67036373912342,3303.07,930.42,117.12
37,11607.0,1806.58,4656.33,1762.44,10613.0,8566.16,2036.0,382.05,4882.376439479139,6672.907278005557,11545.499395962694,2221.0409854945183,388.72,1006.36,1095.38,317.08,316.4187279423654,755.0065543092488,1576.3047177483857,2916.47,2551.212830188679,1682.06,2976.58,819.5243634239257,4511.923526714555,1156.3221098615193,2718.5,1736.79,5753.53,3544.85,1192.62,1103.2271698113207,4396.31,2111.92,0.0,0.0,0.0,293.72,619.55,77.85590105809179,3315.93,946.09,118.81
38,11539.0,1852.86,4813.9,1798.8,10588.0,8851.96,2049.0,387.45,4875.737092754313,6663.8330606381605,11529.799137174528,2218.020681473405,400.68,1011.24,1114.86,319.71,322.41313197660946,769.309798508677,1606.1670695147134,2926.59,2567.1996226415094,1710.29,3059.76,829.9052049436124,4569.075656864884,1170.9691381915031,2848.23,1764.13,5881.13,3684.87,1243.09,1110.1403773584905,4577.31,2195.5,0.0,0.0,0.0,294.82,636.35,77.75002795959028,3348.44,953.28,121.27
39,11535.0,1895.88,4972.18,1836.31,10556.0,9148.2,2064.0,399.69,4899.057461736821,6695.705789387799,11584.945500700298,2228.629346321159,415.02,1016.63,1127.39,321.62,330.51203072861745,788.6345764073063,1646.513392864076,2906.24,2597.5605660377355,1739.54,3145.65,838.1158973113373,4614.279945740175,1182.5541569484872,2988.33,1792.53,6010.26,3851.31,1305.06,1123.269433962264,4810.24,2246.43,0.0,0.0,0.0,296.13,661.03,78.12190185392154,3373.35,961.1,123.95
40,11568.0,1935.42,5138.05,1860.2,10469.0,9412.93,2051.0,409.32,4928.696166760006,6736.213999459568,11655.0330195928,2242.112284277598,424.54,1046.81,1136.69,323.61,338.9049134105345,808.6608292008837,1688.3242573885816,2879.95,2643.6779245283014,1767.85,3220.77,850.3498289392477,4681.6343361643585,1199.8158348963937,3106.5,1840.41,6373.51,3999.29,1356.01,1143.212075471698,4955.28,2273.32,0.0,0.0,0.0,297.77,685.24,78.59452991002884,3430.4,964.1,127.19
41,11712.0,1982.95,5263.31,1921.53,10446.0,9697.51,2034.0,421.74,5084.716970354068,6949.4528532694885,12023.980010055711,2313.087679900548,428.29,1053.09,1137.69,320.44,352.9085869498631,842.074987001701,1758.086426048436,2963.86,2647.706037735849,1828.33,3323.96,862.3273343285965,4747.576961874437,1216.7157037969664,3278.71,1861.07,6521.38,4127.12,1412.32,1144.953962264151,4989.58,2319.72,0.0,0.0,0.0,304.66,710.09,81.08248642018256,3483.48,936.5,131.06
42,11917.0,2054.6,5089.05,1989.24,10836.0,10203.33,2028.0,426.28,5109.600103924671,6983.461464682618,12082.821889040304,2324.407261705211,430.67,1075.03,1136.02,322.74,350.76943558995544,836.9707591075669,1747.4298053024777,3000.87,2633.2969811320754,1851.97,3555.27,864.1968458215555,4757.869630726042,1219.353523452403,3620.29,1850.65,6599.31,4323.58,1486.47,1138.7230188679246,4952.86,2347.49,0.0,0.0,0.0,311.77,743.04,81.47928064719527,3541.76,894.5,133.18
43,11798.0,2101.92,4822.69,2006.58,11097.0,10346.93,2110.0,421.79,5031.4484189822215,6876.6489413745,11898.014297392829,2288.855292803536,413.61,1093.82,1137.72,335.34,341.64637330976814,815.2022251724723,1701.9814015177594,3047.43,2613.002830188679,1839.3,3569.07,866.2078338599275,4768.941204247498,1222.190961892575,3743.79,1829.39,6623.33,4505.5,1552.23,1129.9471698113207,4843.34,2346.93,0.0,0.0,0.0,308.47,766.05,80.23304944691289,3540.42,853.23,133.05
44,11672.0,2095.75,4642.93,1995.73,10812.0,10025.02,2119.0,417.92,4999.4376948917425,6832.8988134592555,11822.317595134782,2274.293300081013,398.32,1108.4,1118.21,342.28,337.0884273395515,804.3265127768145,1679.2750598836337,3040.04,2590.44679245283,1821.29,3512.55,864.0957911462605,4757.313270247576,1219.210938606163,3755.13,1821.84,6617.34,4525.53,1550.34,1120.1932075471698,4735.82,2322.54,0.0,0.0,0.0,310.17,773.21,79.72259643320545,3535.25,814.62,132.77
45,11558.0,2080.59,4627.48,1957.92,10409.0,9732.33,2094.0,412.2,4990.022662969856,6820.030974239363,11800.053591792446,2270.01030960753,385.77,1126.94,1086.76,352.41,332.99535839671137,794.560043202843,1658.8845984004456,3047.94,2587.668301886792,1804.8,3449.41,861.4633168548237,4742.82007978356,1215.496603361616,3746.31,1816.77,6631.35,4448.33,1519.24,1118.9916981132073,4720.35,2270.39,0.0,0.0,0.0,309.21,761.42,79.57246139080235,3529.7,802.03,132.19
46,11357.0,2074.85,4616.4,1930.23,10091.0,9516.8,2054.0,411.8,4943.918224291532,6757.018494923497,11691.029067462941,2249.036947723803,375.52,1127.87,1069.88,359.11,327.26864704661216,780.8955403711724,1630.3558125822153,3038.42,2608.20679245283,1787.67,3374.6,856.083418578802,4713.200838811273,1207.9057426099243,3719.95,1813.15,6636.84,4367.12,1483.99,1127.8732075471698,4655.51,2227.21,0.0,0.0,0.0,308.93,748.17,78.8372655982261,3505.3,799.36,131.48
47,11069.0,2082.16,4666.73,1913.43,9633.0,9415.97,2002.0,413.61,4870.52403302133,6656.708197435966,11517.471661252845,2215.649209410505,370.86,1116.82,1054.69,364.49,322.6569235282414,769.8915093971705,1607.3815670745878,2981.82,2636.69679245283,1766.76,3310.31,851.572590510318,4688.366297953787,1201.5411115358952,3681.21,1808.23,6677.03,4269.46,1453.96,1140.1932075471698,4662.19,2224.13,0.0,0.0,0.0,308.04,744.51,77.66689887935402,3473.37,811.01,129.74
48,10764.0,2060.8,4662.11,1925.84,9039.0,9289.68,1928.0,417.24,4881.636384907901,6671.895820655688,11543.74936711688,2220.704327402993,380.6,1100.71,1031.61,358.95,327.6725761860808,781.8593554707351,1632.368068343184,2935.02,2671.47679245283,1758.51,3269.92,853.401680133159,4698.436422614005,1204.1218972528357,3646.34,1786.8,6739.55,4197.76,1446.64,1155.2332075471697,4614.42,2272.84,0.0,0.0,0.0,312.29,744.35,77.84409991653908,3443.96,827.21,129.51
49,10527.0,2121.86,4654.96,1993.8,8484.0,9051.31,1839.0,400.69,5540.802030400185,7572.799568603059,13102.497787319075,2520.5652523062968,380.67,1141.53,1067.09,340.73,346.24017097875424,826.163483287026,1724.8663457342195,3301.83,2756.269622641509,1881.49,3292.36,902.2035092000339,4967.116806676773,1272.9796841231932,3640.16,1938.15,7348.12,4328.59,1459.79,1191.9003773584905,4641.01,2386.98,0.0,0.0,0.0,309.21,729.77,88.35536137138409,3693.22,856.61,140.85
50,10371.0,2187.16,4930.35,2222.26,8093.0,9508.56,1768.0,417.06,5832.260509409552,7971.145626086803,13791.71823868391,2653.1525764247863,398.32,1225.6,1094.86,359.34,357.09606536612927,852.0667269687656,1778.947207665105,3631.48,2981.592641509434,1922.25,3401.11,917.4210801160314,5050.897740227639,1294.4511796563297,3814.42,2032.53,7431.56,4584.43,1554.37,1289.337358490566,5059.82,2449.46,0.0,0.0,0.0,354.59,771.15,93.00304939494745,3761.98,887.06,140.81
51,10230.0,2256.16,5151.76,2327.57,7908.0,9974.61,1729.0,422.73,6012.799224837762,8217.893930539787,14218.643457532182,2735.28141089814,403.87,1311.03,1114.36,379.9,362.27424572505663,864.4223803013258,1804.7433739736175,3736.11,3090.8683018867923,1923.77,3522.44,929.188897054143,5115.685917944902,1311.055185000955,3931.21,2121.57,7515.35,4727.51,1573.36,1336.5916981132075,5081.75,2497.64,0.0,0.0,0.0,361.35,789.24,95.88197619212684,3795.62,913.69,139.41
52,10199.0,2260.31,5381.75,2412.31,7747.0,10117.64,1693.0,422.74,6175.267153190094,8439.944285522333,14602.836153836293,2809.189666882067,405.56,1342.47,1120.19,396.51,366.4892104437127,874.4797053195441,1825.741084236743,3833.94,3216.675283018868,1917.54,3594.42,936.6909435113612,5156.988728964956,1321.6403275236823,3984.78,2200.6,7515.48,4801.73,1590.41,1390.9947169811321,5113.3,2540.77,0.0,0.0,0.0,367.54,805.87,98.47274056920992,3763.5,944.31,135.45
53,10204.0,2200.38,5358.31,2459.49,7630.0,10098.02,1677.0,415.62,6371.80642511438,8708.56108602807,15067.598359989915,2898.597311625179,404.09,1321.01,1116.72,418.62,364.90695547135635,870.7042875922627,1817.8587569363804,3899.33,3234.3375471698114,1871.99,3499.12,921.9293818176329,5075.718372073164,1300.812246109203,3928.58,2162.78,7203.49,4697.19,1582.95,1398.6324528301886,5124.24,2506.29,0.0,0.0,0.0,372.11,787.21,101.6068172424537,3679.8,981.34,132.18
